k,n,dist,treatment_shift,test_name,alpha,rejection_rate
4,2,F1,4.719101123595506,DD_test,0.1,0.75072
4,2,F1,4.831460674157303,JT_test,0.01,0.15276
4,2,F1,4.831460674157303,DD_test,0.01,0.26046
4,2,F1,4.831460674157303,JT_test,0.05,0.55588
4,2,F1,4.831460674157303,DD_test,0.05,0.60564
4,2,F1,4.831460674157303,JT_test,0.1,0.6843
4,2,F1,4.831460674157303,DD_test,0.1,0.7646
4,2,F1,4.943820224719101,JT_test,0.01,0.1613
4,2,F1,4.943820224719101,DD_test,0.01,0.2716
4,2,F1,4.943820224719101,JT_test,0.05,0.5717
4,2,F1,4.943820224719101,DD_test,0.05,0.61866
4,2,F1,4.943820224719101,JT_test,0.1,0.69774
4,2,F1,4.943820224719101,DD_test,0.1,0.78006
4,2,F1,5.056179775280898,JT_test,0.01,0.16624
4,2,F1,5.056179775280898,DD_test,0.01,0.28306
4,2,F1,5.056179775280898,JT_test,0.05,0.58498
4,2,F1,5.056179775280898,DD_test,0.05,0.6373
4,2,F1,5.056179775280898,JT_test,0.1,0.71282
4,2,F1,5.056179775280898,DD_test,0.1,0.79192
4,2,F1,5.168539325842697,JT_test,0.01,0.1769
4,2,F1,5.168539325842697,DD_test,0.01,0.29622
4,2,F1,5.168539325842697,JT_test,0.05,0.60176
4,2,F1,5.168539325842697,DD_test,0.05,0.65422
4,2,F1,5.168539325842697,JT_test,0.1,0.7258
4,2,F1,5.168539325842697,DD_test,0.1,0.80712
4,2,F1,5.280898876404494,JT_test,0.01,0.18238
4,2,F1,5.280898876404494,DD_test,0.01,0.30832
4,2,F1,5.280898876404494,JT_test,0.05,0.61622
4,2,F1,5.280898876404494,DD_test,0.05,0.67036
4,2,F1,5.280898876404494,JT_test,0.1,0.74148
4,2,F1,5.280898876404494,DD_test,0.1,0.8185
4,2,F1,5.393258426966292,JT_test,0.01,0.19372
4,2,F1,5.393258426966292,DD_test,0.01,0.3242
4,2,F1,5.393258426966292,JT_test,0.05,0.63084
4,2,F1,5.393258426966292,DD_test,0.05,0.68376
4,2,F1,5.393258426966292,JT_test,0.1,0.75236
4,2,F1,5.393258426966292,DD_test,0.1,0.82772
4,2,F1,5.50561797752809,JT_test,0.01,0.20092
4,2,F1,5.50561797752809,DD_test,0.01,0.33436
4,2,F1,5.50561797752809,JT_test,0.05,0.6457
4,2,F1,5.50561797752809,DD_test,0.05,0.70102
4,2,F1,5.50561797752809,JT_test,0.1,0.76864
4,2,F1,5.50561797752809,DD_test,0.1,0.8429
4,2,F1,5.617977528089887,JT_test,0.01,0.21142
4,2,F1,5.617977528089887,DD_test,0.01,0.3484
4,2,F1,5.617977528089887,JT_test,0.05,0.65496
4,2,F1,5.617977528089887,DD_test,0.05,0.71034
4,2,F1,5.617977528089887,JT_test,0.1,0.77232
4,2,F1,5.617977528089887,DD_test,0.1,0.8485
4,2,F1,5.730337078651686,JT_test,0.01,0.22104
4,2,F1,5.730337078651686,DD_test,0.01,0.36096
4,2,F1,5.730337078651686,JT_test,0.05,0.6729
